tokens,tags
nfs_file_name_snooping,O
10.0.0.536,B-version
languages/Language.php,B-file
file,O
1.1.0,I-version
SupportPortal,I-application
20130212,I-version
chmod,O
Specifically,O
download,O
MetInfo,B-application
record,O
ArchiCAD,B-application
Remoting,I-application
CSCtq88547,O
10.3,B-version
eClient,B-application
Community,B-edition
5.12.x,B-version
unbuffered,O
libs/Atmail/SendMsg.php,B-file
core/ngx_resolver.c,B-file
Procedure,O
Hardware,I-application
DeltaV,B-application
_REQUEST[skin,O
owners,O
modules/gallery/models/item.php,B-file
7.2x,B-version
OpenBlog,B-application
CSCtd17310,O
dissect_mscldap_string,B-function
iFix,I-version
com_gcalendar,O
MR1,I-version
responder/autofs/autofssrv_cmd.c,B-file
Cool,O
6.0.6,I-version
Sielco,O
JavaScript,B-method
10.2.154.13,B-version
FreePBX,B-application
Charybdis,O
CVE-2010-0214,B-cve id
V-EVA,B-vendor
4.2.4-P2,I-version
php6,O
MapViewer,B-application
TeamSpeak,B-application
attacking,O
Encode,B-application
Item_singlerow_subselect::store,B-function
2.6.39,I-version
CSCtx95389,O
ESET,B-vendor
HeadspaceSoundbank.nGetName,B-function
file-sharing,O
1.7.3.3,B-version
page,I-application
5.5-2.2,I-version
fveapi.dll,B-file
Chase,B-application
AutoFTP,O
encrypted,O
CVE-2010-4164,B-cve id
CVE-2012-0327,B-cve id
/var/log/apt/term.log,B-file
bos.esagent,O
1.97.4,B-version
FFmpeg,B-application
MPEG-4,O
agree,O
r56188,I-version
CVE-2012-1336,B-cve id
8.4.17,I-version
5.1+SP1+Upd2,I-version
wiretap/erf.c,B-file
templates/jscript/jstrack.tpl,B-file
Matrix3D,B-application
5.5.21,B-version
FP3,I-version
udb,O
check.c,O
cgi-bin/performance/perfchart.cgi,B-file
HTTP_ACCEPT_ENCODING,O
Android,B-os
CVE-2012-1531,B-cve id
ICO,O
OSIsoft,B-vendor
3.0.10,I-version
Importer,O
11.1.115.7,I-version
arch/x86/hvm/io.c,B-file
rules,O
ADManager,B-application
dvb-core,O
Argus,B-application
delta,I-application
SmartCloud,B-application
Gnuboard,B-application
CVE-2011-3991,B-cve id
6.x-1.1,B-version
7.10.6,B-version
3.5.1-021,I-version
webapp/websocket/chat.js,B-file
CVE-2011-2505,B-cve id
content/contact.php,B-file
put_pid,B-function
Wireless,B-application
5.2.18,B-version
UI/Manage.pm,B-file
CVE-2013-1278,B-cve id
Recommendation.The,O
rifsrvd.exe,O
X11R6.6,I-version
series,I-hardware
OpenArena,B-application
0.5.9,I-version
6.3.0.0-TIV-ITDS-IF0001,B-version
2.5.8,I-version
6.7.5-8,B-version
wsdl_first_https,O
mapserv.c,O
PostScriptFunction::PostScriptFunction,B-function
11.3.1,B-version
Plan,O
5.3.6,B-version
1.7.5,B-version
e107_images/thumb.php,B-file
mailing,B-application
fs/xfs/linux-2.6/xfs_ioctl.c,B-file
Sandbox,O
4.2,I-version
negative,O
CVE-2010-2295,B-cve id
Discovery,I-application
conf/install_conf.php,B-file
Transfer,I-application
user_delete.php,O
intDivisionID,B-parameter
All-in-One,B-application
uninstall,O
Architecture,O
SP13,I-version
DefenseWall,B-application
compose/compose.jsp,B-file
apply_rcs_change,B-function
HYIP,I-application
planid,O
setup_logging,B-function
6kbbs,B-application
patterns,O
x86_assign_hw_event,B-function
cars/ADMIN/index.php,B-file
compose,O
7.6.20,I-version
1.8.11-cert,B-version
processcompl_compat,B-function
page's,O
4.61.0,B-version
WebCore/bindings/v8/custom/V8DOMWindowCustom.cpp,B-file
arch/ia64/xen/faults.c,B-file
9.3.1,B-version
3.1.0.8,I-version
log-on,O
IGSS,O
0.98,B-version
Messaging,O
job_reports,O
Swoopo,B-application
sys/login/index,O
MX8,O
CVE-2012-1689,B-cve id
1.9.18,I-version
miniCMS,B-application
ISHMED-PATRED_TRANSACT_RFCCALL,O
11.0.2,I-version
7.4.3.f,I-version
MyCioScan.Scan.ReportFile,B-parameter
iCab,B-application
install/install3.php,B-file
Company,B-application
leak_memalign,B-function
4.3.3,I-version
core/model/MySQLDatabase.php,B-file
CVE-2010-3695,B-cve id
FreeTicket,B-application
gfs2_dirent_find_space,B-function
catid,O
e-Commerce,B-version
htmlParseChunk,O
Adapter,I-application
6.0.2.10,I-version
DLM,O
6.1.7,I-version
XWork,B-application
2.4.30,I-version
.,I-relevant_term
apps/contacts/appinfo/remote.php,B-file
5.5.0,B-version
KeyView,O
1.6.2.16.1,B-version
ip_fragment.c,B-file
IS-H,O
ZDI-CAN-1465,O
disconnecting,O
django.contrib.sessions,O
Loop,O
Finder,O
titles,O
filter_var,O
Real,I-application
FRG83D,B-version
routerlist.c,O
Phantom,B-application
PlugIns,I-application
user/messageselect.php,B-file
beta1,B-version
1.6.1,I-version
stream-cipher,O
Tier,I-application
CSCto07919,O
files/ajax/move.php,B-file
TwinCAT,B-application
bgp_capability_orf,B-function
1.3.7,I-version
TIFFVGetField,B-function
Unity,B-hardware
7.0.1.4,I-version
0.97.8,I-version
12096gd,B-version
models/importcsv.php,B-file
PCX,O
ALZip,B-application
reader,O
2.6.11,B-version
com_rsgallery2,O
7.0.5.8,I-version
6.0.0.8-TIV-ITDS-IF0005,B-version
TM,B-vendor
2.6.27.53,I-version
admin/adminfeatures.php,B-file
net/core/ethtool.c,B-file
Contents,O
InputBuffer,O
askiaweb,B-application
security/commoncap.c,B-file
Kamp,I-vendor
ardeaCore/lib/core/ardeaInit.php,B-file
54.0,B-version
2.1111,B-version
/var/log/,O
OTR,O
write-access,O
libavcodec/dpcm.c,B-file
GL,B-application
Pansi,B-application
web,I-application
2.66test2,I-version
artefact/blog/view/index.json.php,B-file
net/nfc/llcp/sock.c,B-file
16.10.0.1036,B-version
omit,O
3.74,I-version
Multi,I-application
0.0.6,B-version
perf_event_interrupt,B-function
net.ipv4.tcp_congestion_control,O
CVE-2013-1368,B-cve id
1.2.4,I-version
QEMU-KVM,O
site_title,B-parameter
23,B-version
DeleteReports,O
postID,B-parameter
net/ipv6/exthdrs.c,B-file
__autoload,O
activesupport/lib/active_support/core_ext/string/output_safety.rb,B-file
9.5.1,I-version
6.5.x,B-version
apps/contacts/lib/vcard.php,B-file
CVE-2012-1337,B-cve id
3.8.7.6,I-version
previously,B-update
individual,O
Huawei,B-vendor
3.5.xS,B-version
Deluxe,O
2.5.3.SP2,I-version
lacks,O
increase,O
Standalone,B-update
Fire,O
webagent.exe,O
0x8003,B-version
Xerox,B-vendor
2.1.0d,B-version
$_GET,O
phpwcms,B-application
stdlib,O
DCERPC,O
0.6.3rc1,I-version
MARS,O
keyctl_session_to_parent,B-function
DWL-2100AP,B-hardware
WPXContentListener.cpp,B-file
Unfortunately,O
2.6.32.8,I-version
learn/cubemail/dump.php,B-file
2.2.0.5,B-version
io-xbm.c,B-file
mfc71enu.dll,O
validateenduserlogin.asp,O
0.97,B-version
20101125,O
SurfControl,O
semctl,O
CVE-2011-2127,B-cve id
B.11.11,B-version
JPEGImageWriter.writeImage,O
(.npl,O
files_sharing/ajax/toggleresharing.php,B-file
JDeveloper,B-application
IM,I-application
NavigateToURL,O
Plixer,O
Korenix,B-vendor
4.5.24,I-version
denial,B-relevant_term
8.0.1.4,I-version
theme_settings.php,O
CVE-2004-0122,B-cve id
1.8.19.1,I-version
orderlinks,O
4.8.1368.0,I-version
CVE-2013-1337,B-cve id
DTE,B-application
revoke,O
where_clause,B-parameter
lib/form/selectgroups.php,B-file
OBM,B-vendor
DAT,O
AT&T,O
1.07,B-version
Analytics,O
Packaging,I-application
crash,B-relevant_term
phpPaleo,B-application
1.16.2,I-version
Dell,B-vendor
HTTPMonitor,O
Enano,B-application
10.10,I-version
t2p_read_tiff_init,B-function
TV,I-application
sanitize,O
moodle_enrol_external:role_assign,B-function
krb5_db2_lockout_audit,B-function
5.x-2.2,I-version
20110610,I-version
BlackBerry,B-application
regardless,O
NAC,O
Team,B-application
0.63.1,B-version
MX,B-hardware
01-03,B-version
base_stat_sensor.php,O
E-membres,B-application
0.25.2,I-version
Teiid,O
Webmail,O
phpVMS,B-application
6.74,B-version
find_by_id,B-method
Torch,I-hardware
3.3.11,I-version
3.8.0,B-version
2.6.38-rc6-git3,I-version
faq.module,O
2.9.21,B-version
5.1.10411,I-version
controllers/settings.ctrl.php,B-file
CVE-2012-5276,B-cve id
idsdb00146930,O
WebServer,B-application
5614,O
COBOL2002,B-application
d4d/uploader.php,B-file
ZTE,B-vendor
TortoiseSVN,B-application
vmware-mount,O
PrivateCrypto,I-application
Mark,B-application
Tanken,B-application
Gekko,I-application
Core,B-application
"EL),",O
"8.1(2.48),",I-version
phar_wrapper_open_dir,B-function
quserex.dll,O
9.5.4,I-version
6.1.4,B-version
Encryption,B-application
CVE-2012-5553,B-cve id
2.2.34,B-version
REF_URL,B-parameter
500,I-hardware
archive_read_support_format_iso9660.c,B-file
SLP,O
MaxDB,B-application
CEDET,B-application
price_from,B-parameter
group/membersearchresults.json.php,B-file
CVE-2012-3217,B-cve id
add2,O
CVE-2013-0609,B-cve id
CS4,B-version
Framework,B-application
998/TCP,O
5110,O
logType,B-parameter
GuestBook,I-application
8.3(2,I-version
question_subject_id,B-parameter
mailbox,O
0.78,B-version
Profile,I-edition
browser/worker_host/message_port_dispatcher.cc,B-file
HPFGConfig,O
Hub,O
6.3.3,B-version
modules/search/search.class.php,B-file
Kiwi,B-application
3.6,B-version
PloneHotfix20110720,O
MP,B-version
Qi,B-application
Parsing,O
iJoomla,B-vendor
1.0.2,I-version
10.07.12,I-version
initiate,O
Mathematica,B-application
CVE-2012-2660,B-cve id
vendors/samswhois/samswhois.inc.php,B-file
2011-B,I-update
net/core/rtnetlink.c,B-file
CVE-2010-0823,B-cve id
xlssr.dll,B-version
Extra,O
ISO,O
Vivid,B-hardware
Trustwave,B-vendor
plugins/ethercat/packet-ecatmb.c,B-file
Broadcom,B-hardware
inet_diag_bc_audit,B-function
with_http_digest,O
2012.5,I-version
WAV,O
CVE-2008-3273,B-cve id
hybserv,O
section.The,O
CVE-2012-4149,B-cve id
modules/Settings/GetFieldInfo.php,B-file
SearchContentClassAttributeID,B-parameter
Concert,I-application
23.3,B-version
RedirectUrl,B-parameter
Block,B-application
1.14.29,I-version
5.5.29,I-version
Migration,I-application
Newanz,B-vendor
Meet,O
lib/active_support/xml_mini/jdom.rb,B-file
basePath,B-parameter
usually,O
chain_reply,B-function
6.2.1,B-version
1.6.1.24,I-version
LDM,O
7.6.x,B-version
MSGFunctionDemarshall,B-function
UTC,B-vendor
Incredible,I-hardware
Rhino,O
18,I-update
1.02.1,B-version
1.3.5,I-version
Compilation,O
HTTrack,B-application
2.11.4,I-version
metadata/loader.c,B-file
3.2(24.1,I-version
11g,B-version
7.0+Patch,I-version
Tuning,O
RealName,B-application
YingShi,I-application
fa[],O
pami,O
report_incidents_by_vendor.php,O
HRMS,I-application
11.1.3,I-version
Action,B-application
goform/websXMLAdminRequestCgi.cgi,B-file
2.6.30,B-version
4.1-ESV-R2,I-version
ov.dll,B-file
Package,O
ASPCode,B-application
4.0.x,B-version
if,O
event/edit.php,B-file
5.5.20,B-version
Transactional,B-application
Tracing,O
Blocks,I-application
AcSELerator,B-application
5.x-1.5,I-version
2.5.2,I-version
FlashBack,I-application
unregister,O
files_sharing/ajax/share.php,B-file
CSCtq45553,O
2.0.20,I-version
2.0.11,I-version
dissect_rohc_ir_packet,B-function
php/upload.php,B-file
supported,B-version
1.14.2,I-version
net/ipv6/netfilter/nf_conntrack_reasm.c,B-file
usability,O
PunBB,B-application
CS/AIX,O
com_jotloader,O
SQLEditorTE,B-application
HP-UX,B-os
Authors,O
EPProot,O
9/9.0.1,B-file
8.2.4,B-version
0x31-0x39,B-version
presents,B-update
22.07.2010,B-version
subbands,O
sblim-sfcb,B-application
2.6.34.4,I-version
Fusion,I-application
1.0.0.9,B-version
demo/phpThumb.demo.showpic.php,B-file
USER_S_AddADGroup,B-function
doupload.php,O
fs/partitions/ldm.c,B-file
2010.04.26.648,B-version
OS,B-relevant_term
X25_FAC_CLASS_C,O
ClickDesk,B-vendor
masort,O
modifications,O
ROOT,B-application
Redirect,I-application
CitectFacilities,B-application
Advantech,B-vendor
path,O
3.3,I-version
KENT-WEB,B-vendor
"8.7(1.4),",I-version
7.60,B-version
request_pass,B-parameter
sutil/ncpumount.c,B-file
2010.4.14.609,B-version
Kayako,B-vendor
5.1.1,I-version
tag/coursetags_add.php,B-file
loginhash_data,B-parameter
1.0.1c,I-version
trusts,O
fs/isofs/export.c,B-file
Timesheet,B-application
SP2,B-version
Infrastructure,B-hardware
DV,O
CVE-2012-5862,B-cve id
tids[],O
CVE-2010-4685,B-cve id
snoop_read,B-function
Rental-Script,B-version
tsgetx71ex553.dll,O
html.c,B-file
sortField,B-parameter
4.9x,B-version
Replication,I-application
GateIn,B-application
7.x-2.x,B-version
Dolibarr,B-application
10H574,B-update
url-gateway.php,O
pidfile_write,B-function
6.x-1.10,I-version
CVE-2010-3112,B-cve id
1.3.5,B-version
8.5(1.13,I-version
graph_start,B-parameter
my_admin/admin1_list_pages.php,B-file
2.0.19,I-version
3.4.0.2710,I-version
7.2.110.0,B-version
print_all_bug_page_word.php,O
selective,O
BMXNOE0110x,B-version
load_node,B-function
mod/wiki/filesedit.php,B-file
11.1.1.5,B-version
6.0.0.6.3,B-version
CVE-2011-0019,B-cve id
Share,B-application
CVE-2011-1398,B-cve id
10.1.4.3,B-version
8.4,B-version
var_export,B-function
crypto/asn1/asn_mime.c,B-file
3.4.2,B-version
drivers/scsi/mpt2sas/mpt2sas_ctl.c,B-file
0.3.x,B-version
please,O
__sock_diag_rcv_msg,B-function
ATRDecodeAtr,B-function
NAI,O
LEPTON,B-application
server-provided,O
<=,O
TuneUp,B-application
3.5.0.1060,I-version
CaseInsensitiveHashProvider.getHashCode,B-function
6.3.47,I-version
pkinit_server_return_padata,B-function
Metasploit,B-vendor
LimeSurvey,B-application
8.60.007,B-version
pkcs11.txt,B-file
1.3.18.0.2.12.1,B-version
Change,O
2.4.4,B-version
artID,B-parameter
1.2.8.a2,I-version
17.0.5,I-version
user/group/index.php,B-file
9.3.2,I-version
Police,I-application
1.1.0-2ubuntu1.1,I-version
Waisman,O
SQLJ.DB2_INSTALL_JAR,O
Social,B-application
Gelb,I-application
Static,O
nedi/html/Devices-List.php,B-file
3729,I-version
challenge,O
"module,""",O
WAP54Gv3,B-hardware
do_as_req.c,B-file
travaux.class.php,O
2.3.0-HF3,I-version
3.0.0.5,I-version
exif-data.c,B-file
20100901,O
Real,O
12.0.742.91,I-version
1.4.2_33,B-version
9.6.x,B-version
1.2.11.6,I-version
findBySlug,B-function
WaliSMS,B-application
function.js,B-file
Virtualization,I-os
process_as_req,B-function
ActiveCollab,B-application
server/server_stubs.c,B-file
b2evolution,B-application
A2(3.0,I-version
"errors,""",O
X7,B-application
abusing,O
Erudite,I-application
fs/xfs/xfs_fsops.c,B-file
0.43,B-version
clusterip_proc_write,B-function
7.0.0.0816,B-version
Who,I-application
mlfi_envrcpt,B-function
platform/KURLGoogle.cpp,B-file
2.1.33.5071,B-version
7.61,B-version
CVE-2012-0488,B-cve id
ssl3_get_record,B-function
31,B-version
CVE-2009-4074,B-cve id
backend/plugin/Registration/index.php,B-file
JRuby,B-application
MailForm,B-application
lstid,O
CVE-2009-3087,B-cve id
ws,O
CVE-2012-0102,B-cve id
showfolders.php,O
npdjvu.dll,O
RRset,O
appendChild,B-function
CSCue46025,O
themes/voodoodolly/version.php,B-file
Enterasys,B-vendor
8-bit,O
Vet,I-application
concrete,B-application
Notify,O
CP4xxx,O
admin/action/areas.php,B-file
3GS,B-version
lib/tpl/index.php,B-file
Spike,B-application
Avid,B-vendor
clwarn.cgi.pt_BR,O
filter,O
BASIS,B-application
kdb_ldap,O
epan/dissectors/packet-ms-mms.c,B-file
azalia_query_devinfo,B-function
lib/securerandom.rb,B-file
openCimetiere,B-application
1.05,B-version
10.3.183.18,I-version
hotblocks,B-application
Integrity,I-application
t3lib_div::quoteJSvalue,O
dropping,O
DriveCrypt,B-application
UTF8StringNormalize,B-function
CouchDB,B-application
cupsDoAuthentication,B-function
11.01,I-version
db/lebisoft.mdb,B-file
TS100R025,B-version
InjectHTMLStream,O
KnFTPd,B-application
viewOption,B-parameter
libavcodec/lagarith.c,B-file
tableid,O
Acknowledgement,O
EX,I-application
"=""",O
sub_group,B-parameter
Corporate,B-hardware
product.html,O
PHPfileNavigator,B-application
Spamdyke,B-application
WebKit,B-application
ownership,O
preparing,B-update
Xiaomi,B-vendor
1.4.0,I-version
modules/calendar/customise_calendar_times.php,B-file
IFD,O
/,O
dwmapi.dll,B-file
Professional,B-application
defense-in-depth,O
position,O
PAC-Designer,B-application
1.466.x,B-version
Support,B-application
5.04,I-version
2.28.1,I-version
7.0.0.1,B-version
searchCart,B-parameter
GTT,O
SR11,B-version
Formu,I-application
getPlus,B-application
forumID,B-parameter
slp_v2message.c,O
ext4_orphan_del,B-function
9.2-49.8,B-version
0.0.4,B-version
CVE-2008-6954,B-cve id
updatenews.php,B-update
xmlrpc_decode_request,B-function
Linux-PAM,B-application
CVE-2011-0920,B-cve id
apps/media/lib_scanner.php,B-file
2.21.8,I-version
0.9.0.3,B-version
CVE-2011-0535,B-cve id
valueOf,B-method
34,O
config/pithos.ini,B-file
AGENTS/index.php,B-file
17.02,I-version
1.83,B-version
JBOSS,O
1.1.1-2ubuntu5,I-version
Pocket,B-hardware
Kindle,B-hardware
3.31,B-version
outputPage,B-function
MX,I-application
ca_file/ca_path,O
Gnome,O
CVE-2010-2212,B-cve id
ActiveMatrix,B-version
2.4.12,I-version
9.2MP3,B-version
file,B-application
iac25_32.ax,O
localBackupFileSelection,B-parameter
16.0.912.44,I-version
Runtimes,B-application
LDAPS,O
3,O
mosConfig_absolute_path,B-parameter
GNU,B-vendor
libopensc,O
CKForms,O
6.5R2,B-version
ibacm.port,B-file
3ware,B-application
pdf.c,B-file
scp/admin.php,B-file
Kisisel,B-application
Messenger,I-application
methodology,O
Proman,B-application
3.2.3,B-version
mods/hours/data/get_hours.php,B-file
Campus,I-application
5.16.x,I-version
r478,I-version
Advantech,B-application
ajax/coupon.php,B-file
10.5.3,I-version
AUTOLOAD,O
1882,O
post_text,B-parameter
schema,O
PSP_COMP_RLE,O
Computers,I-application
11.10,B-version
Voicemail,I-application
3.5.x,B-version
8.2.254.0,B-version
18,B-version
Listings,I-application
Arabic,B-language
DirectConnect,O
exec.c,B-file
contacts,O
5.3.8,B-version
CPR9-SR5,O
Click,I-application
Prevention,I-application
ecPath,B-parameter
6.2.0.6244.0,B-version
Automation,B-application
WebFort,I-application
hash_recvmsg,B-function
8.7.1,B-version
IC-Linux,O
restart,O
commands,B-relevant_term
6.5.0.3,B-version
ServiceRegistry/QueryWizardProcessStep1.do,B-file
guid,O
2X,B-vendor
players/osmplayer/player/OSMPlayer.php,B-file
CR1,B-update
do_tmem_get,B-function
pciback_enable_msi,B-function
5.1.0.1,I-version
Ember,B-application
Original,O
SAF,O
7.7,I-version
CSCtx42746,O
CDH,I-application
Balancing,I-application
admin/settings/hotblocks,O
22.0.1229.94,I-version
3.3.3,B-version
FakeFile,O
in-use,O
pd_diocesedatabase,O
Gold,B-update
CVE-2012-1924,B-cve id
11.0.2.1744,B-version
Saurus,B-application
0.2.2.21-alpha,B-update
CVE-2012-1262,B-cve id
3.4.6,I-version
Jenkins,B-application
NewIdArray,B-function
ID-One,B-hardware
page/resize.php,B-file
system/system.php,B-file
UIDefault.ProxyLazyValue,O
installed,O
8.5.0.3,I-version
ncpfs,B-application
requested,O
8.x,I-version
522,B-version
preflight,B-update
jokes/index.php,B-file
2.6.20,I-version
indirectly,O
2.9.6,B-version
Currency,B-application
Supporting,O
gain,B-relevant_term
handle_request_info,B-function
0.6.0.9rc1,I-version
libavcodec/vorbis_dec.c,B-file
Bookmarks,O
vb/includes/vba_cmps_include_bottom.php,B-file
save_product,B-parameter
learn/cubemail/sql.php,B-file
Plantronics,O
10.2.0.0-b113,I-version
pubDBLogon.jsp,O
ABC,B-application
Scratcher,B-application
7.2.019,B-version
inc/login.php,B-file
NLST,O
5.43,I-version
1.4.14,I-version
3.4,I-version
0.9.3,B-version
BASIC-CMS,B-application
(.wbcat,O
3.0-HotFix1,I-version
7.18,I-version
"5(2),",B-version
Nagios,B-application
get_full_list,O
injection,I-relevant_term
wpQuiz,B-application
excute,O
Score,B-hardware
rpm,B-application
Quality,O
sPriceMin,B-parameter
Automatic,B-application
pngrutil.c,B-file
BMXP3420xx,B-version
5.1.0.922,I-version
socket,O
Itanium,B-edition
V4rgo,B-version
7Z,B-version
"""/Launch",O
GPS,O
4.6.5,B-version
TraceRecorder::traverseScopeChain,B-function
tournament,I-application
1.0-20070205,B-version
Contacts,I-application
plug-ins/gfig/gfig-style.c,B-file
10,B-version
mt:EntryFlag,O
on,I-application
action/language_setup.py,B-file
CVE-2012-4354,B-cve id
3.2.xXO,B-version
mime-type,O
FAQEngine,B-application
shut,O
CVE-2013-0935,B-cve id
mailhide_priv,O
trial,O
openAnnuaire,B-application
61.6.0.0,B-version
Annotation,O
snd_hdspm_hwdep_ioctl,B-function
5.1.66,B-version
8.49.32,B-version
prodpage.cfm,O
6.0.25.A,B-version
4.6.2,B-version
FileNet,O
Big,B-application
SUSE,B-os
22.0.1229.92,I-version
5.4.0.27581,I-version
