token,tag
পুদুচেরি ফেডেরাল পার্টি,ORG
29875,NUM
বারবারদের,PER
নিকটাত্মীয়,OBJ
+৮৮০১৪৬৩৮৫৮৪৮৯,PHN
হতভাগাদের,OBJ
+8801497620462,PHN
ক্যসনারের,PER
ছাতক সদর,LOC
শিল্পারা,PER
8145,NUM
কুমিল্লা আলিয়া মাদ্রাসা,ORG
কিশোরদের,PER
তোমারই,PER
৬৯৯,NUM
21:04:11,TIME
৪-৫-১৯৪৬,TIME
27767,NUM
ব্লু,OBJ
গিওভেন্নী মেডিসি ব্যাংক,ORG
বরেন্দ্র,ORG
স্বর্ণ মাইন,OBJ
তালায়,LOC
ওয়ানডে,OBJ
টহলদারিতে,OBJ
সাইবার,OBJ
২৭-২-১৯১৭,TIME
ঝাড়–দার/সুইপার,PER
বাথোরীর,PER
কালিবাড়ি,LOC
ছবিই,OBJ
পারসেল,PER
টেলিছবিটির,OBJ
+৮৮০১৭১৯৩৪০১৯৭,PHN
সিএমএইচে,ORG
পলানীস্বামী,PER
প্রথিতযশা,OBJ
সুবেদা হানিফ ইনি,PER
জয়নগর,LOC
+৮৮০১৯৯৮৭৭৩৫৭২,PHN
অধ্যয়নের,OBJ
বুঝতে,OBJ
+৮৮০১৮০০৫৩৫৮৭২,PHN
ভাষাসংগ্রামী,OBJ
কাঁচপুরের,LOC
রাজ্যে,OBJ
Gmeiner,PER
সুজিত্,PER
শালবাগান,LOC
বন্দনার,OBJ
দিগওয়ারা,LOC
স্ট্রেচিং,OBJ
৬৪৮৩২,NUM
লিল্পথ,PER
বিভাগের,PER
স্লোয়ান,PER
২৭/৩/১৭৯৪,TIME
শিবিরে,ORG
গুজরাত বিশ্ববিদ্যালয়ে,ORG
স্পিকার,OBJ
ভেনচার,OBJ
অনাপত্তিতে,OBJ
৯২৭৪,NUM
সন্তোষে,LOC
ড্যান স্টিভেনস লুক,PER
আউটে,OBJ
বারবারা,PER
+8801788916644,PHN
কারামতিয়া মাদ্রাসা,ORG
চুপথাকতে,OBJ
জুহি,PER
লামিয়া,LOC
গোলবন্যায়,OBJ
হায়দার,PER
পশ্চিম পূর্ব আফ্রিকা,LOC
কোরিয়াতে,LOC
মার্কেটে,LOC
ভিক্ষুদের,OBJ
ফ্ল্যাটের,OBJ
ফলনির্ভর,OBJ
+8801673334585,PHN
স্ক্যান্ডিনেভিয়ার,LOC
ভোগডাবুড়ী,LOC
বাংলাদেশ রিকন্ডিশন্ড ভেহিক্যালস,ORG
৯৪১৩৩৭৫৬৪,NUM
কৌতুহল,OBJ
৭৯৮৬৭২,NUM
+8801565623767,PHN
শাহাব,PER
+8801349631391,PHN
+8801930437367,PHN
কাজীপুর,LOC
ইলেক্ট্রনিক বইয়ের,OBJ
৬৩,NUM
মিউনিখ ট্রান্সপোর্ট কোম্পানি,ORG
বরাভূম,LOC
স্টল,OBJ
হাওয়া,OBJ
28208,NUM
পানামার,PER
২০২১,TIME
+8801515486721,PHN
অনুচরেরা,PER
ক্রনিয়ে,PER
মোফলনদের,PER
৩০-৭-১৮৭৩,TIME
৯৩৫৯৫৪,NUM
সোলারিস এক্সপ্রেস,ORG
৯,TIME
+8801545324621,PHN
আমিন,PER
1853,NUM
নিশ্চিন্তে,OBJ
+৮৮০১৯৫২৫২২০৪৯,PHN
+8801331661357,PHN
৪৫০,NUM
প্রায়শই,OBJ
ভাটিতে,OBJ
লুকা-এর,PER
দেসিদেরিয়ুস,PER
অভিষেক,OBJ
এশিয়ান,LOC
লণ্ডনের,LOC
47937,NUM
সগরের,PER
একটার,OBJ
সেন্নাকেরিব,PER
প্রদানকারীকে,PER
মহারাজা,PER
স্ক্রিনে,OBJ
ব্রাহ্মণগণ,OBJ
11/10/1929,TIME
ছানা,PER
জামাইকা,LOC
77377,NUM
12/12/1924,TIME
রেমাক্রীপ্রাংসা,LOC
রাজ্য কলেজ,ORG
১৫/৯/১৭৭৭,TIME
উইলকিনস,PER
নাফিজা,ORG
মঙ্গোলিয়ার,LOC
তেলেঙ্গানায়,LOC
হরহামেশাই,OBJ
2031,NUM
30/04/2035,TIME
শাপলাপুর উচ্চ বিদ্যালয়,ORG
ইমার্জেন্সি,ORG
বিএমডব্লিউ,ORG
৩৭৭,NUM
50410,NUM
পৃথ্বিরাজ,PER
কোহলির,PER
+৮৮০১৮৭৬৯৬১০৪৯,PHN
ব্রোকারেজ,ORG
১৪-১০-১৮৪৭,TIME
+8801720574154,PHN
নাইজেরিয়ায়,LOC
প্রশান্ত মহাসাগরীয় উত্তর,LOC
দেবোত্তর,LOC
স্টকের,OBJ
45229,NUM
বিশ্ববিদ্যালয়ের,LOC
মুরারী গুপ্ত,PER
২৯৮০,NUM
01/03/1941,TIME
বিল,PER
17:43:37,TIME
+8801618755827,PHN
+৮৮০১৬৬৫১৬৮০৪৬,PHN
সদাগর,PER
মোবাইল ফোনের,OBJ
13:13:48,TIME
অংক,OBJ
সুখ,OBJ
প্রত্যক্ষদর্শীদের,PER
সভাপতি,PER
৩৩২,NUM
অবিচল,OBJ
৭৪৮৮৫৪৭,NUM
চিকিৎসাধিন,OBJ
সাঘাটার,LOC
জোগানের,OBJ
ব্যকুল,OBJ
গশ্চি উচ্চ বিদ্যালয়,ORG
প্যান্ট,OBJ
সরষের,OBJ
আরবীয়,LOC
প্যাদাকে,PER
মন্ত্রীবর্গ,PER
২২৩৪৮৯৯৯৯,NUM
কচির,PER
আসনগুলোর,OBJ
ভলাকুট,LOC
+৮৮০১৪৪১৭৩৮৭৩৪,PHN
মানসিকতাকে,PER
২০-২-১৯২৬,TIME
কাগজের,OBJ
52297,NUM
৬৩৮,NUM
+৮৮০১৯৯০৬০০৬৭৩,PHN
ব্যাংকেরচর,LOC
30/09/1918,TIME
বীণাপানি প্রাথমিক বিদ্যালয়ে,ORG
সমারসেটের,ORG
34287,NUM
৩২৯৮৯৮৬৯৬,NUM
61603,NUM
জুয়ার,OBJ
ব্যাঙ্গালোরে,LOC
৪১৪১৬,NUM
১৩-৫-১৮১৮,TIME
পশ্চিমে দাউদকান্দি উপজেলার,LOC
ডেলিভারির,OBJ
07:58:28,TIME
২,NUM
কোই,LOC
+8801387622080,PHN
পার্ক বেহালা,PER
বিলাত,LOC
রিয়েল,ORG
ওকাজাকি শহরে,LOC
লালুকার,LOC
রোগীর,OBJ
হবে,LOC
পোল্যান্ড সেনেগাল কলম্বিয়া,ORG
ওএমএসে,OBJ
সাইনবোর্ড,LOC
গভর্নমেন্ট হাই স্কুল,ORG
মারটিন,PER
কমিউটার বিশ্ববিদ্যালয়,ORG
শানবাঁধানো,LOC
ইনস্টিটিউট অফ হোটেল,ORG
31/12/2037,TIME
পলাশপুর,LOC
বুধাখালি,LOC
৮/২/২০২৯,TIME
নিতান্ত,OBJ
+৮৮০১৯৬২৯৫৬৮৭৭,PHN
পরিষদকে,OBJ
১১/১২/১৭৯০,TIME
সেভিয়ারের,PER
২৫/১০/২০৭২,TIME
বিপিএডে,ORG
হিল্টন মেক্সিকো সিটি রিফর্মা,ORG
03:57:26,TIME
রামু খিজারী আদর্শ,ORG
24917,NUM
বিদ্যালয়টিতে,ORG
৫৩৬৪৩৫,NUM
আলহাজকে,PER
সবজিটিতে,OBJ
+৮৮০১৮৩২৮৮৪৩৫৩,PHN
থ্রেস,LOC
জ্যাক কেলি,PER
সান্ধ্য,ORG
+৮৮০১৯৬৫৭৮২৮৫৬,PHN
কোরীয়,LOC
ফুলবাড়ী,LOC
+৮৮০১৭৫৯৩০৬৭৭৬,PHN
১২/৩/১৯০৯,TIME
অংকন,OBJ
ময়মনসিংহ সদর উপজেলায়,LOC
ভিত্তি,OBJ
ডেই,ORG
গুয়াহাটির শরণীয়া পাহাড়ে,LOC
+৮৮০১৪৬২০৮০৬৮৪,PHN
ক্ল্যাসিক্যাল,PER
১৮/১২/১৮৭৫,TIME
ডিক স্মিথ লরেন,PER
আওয়াল সাহেব,PER
+৮৮০১৬৬৭৯৬০৫৩৬,PHN
বরপা,LOC
09:16:05,TIME
আইইআর,ORG
মাস্ক,OBJ
ইনকফিন,ORG
+৮৮০১৪৪৬৪২৫৮০৬,PHN
শিউলিকে,PER
7164,NUM
১৩১১৯২২২,NUM
+8801469503949,PHN
লটারির,OBJ
নাসিরাবাদের,LOC
13:15:56,TIME
31007,NUM
28/12/2010,TIME
+8801832894193,PHN
দেশগুলোকে,LOC
অটোয়,OBJ
ইফ্লেমেটরি,OBJ
অভিবাসিত,OBJ
জিম্বাবুয়ে,LOC
+8801408245462,PHN
৭-৯-১৯২৬,TIME
+৮৮০১৮০৪২২০৬৬২,PHN
28/09/1914,TIME
22/12/1937,TIME
হাসপাতালেই,ORG
৪-৫-১৮৭০,TIME
21:54:44,TIME
অনিক চৌধুরী,PER
লিডা,PER
সরকারি প্রকৌশল কলেজ,ORG
ইলিয়াস,PER
+8801443854562,PHN
সোনুর,OBJ
85754,NUM
কমপ্লেক্স দাখিল মাদ্রাসা,ORG
অ্যাওয়ে,OBJ
লিস্টার বিশ্ববিদ্যালয়,ORG
৭৪,NUM
সিঙ্গাপুর রাষ্ট্র,LOC
মাহাতোর,PER
ট্রলিকার,OBJ
ইসপাহান,PER
বিউটিকে,PER
+৮৮০১৭৭৪১৭৯০০৯,PHN
+৮৮০১৮০৬৩৪৯৭৩৮,PHN
98898,NUM
৮৩,NUM
কাছে,PER
কেয়ার,OBJ
সাউ,PER
স্বেচ্ছাসেবকবিষয়ক,OBJ
চার্লস,ORG
ওটা,OBJ
77123,NUM
17:44:22,TIME
18:18:24,TIME
তাজ,PER
নানুপুর ইউনিয়নে,LOC
পশ্চিম চম্পরণের,LOC
+8801930860205,PHN
৭,NUM
নস্যি,OBJ
অসহ্য,OBJ
ফেরৎ,OBJ
ভাটিয়ালপুর,LOC
মোহাম্মেদ ইব্রাহিম খালিল,PER
শিক্ষকরা,ORG
+8801650141448,PHN
06/09/1963,TIME
বাংলাদেশ নৌবিদ্যালয় কলেজ,ORG
থাঙ্কের্টন,PER
চিত্রাংকন,OBJ
২৬৭৫৪৯৬৪,NUM
নয়ার্ট,PER
পার্লামান্টের,ORG
ওপরওয়ালা,OBJ
গ্যারেজ মালিক,PER
মামনুন,PER
মর্জিনা,PER
ডিলাররাও,OBJ
ভুটানে,LOC
ট্যাঙ্কটির,OBJ
04:36:42,TIME
৫০টিরও,OBJ
২৩/৬/২০৬৯,TIME
চলাচলকারী,OBJ
+8801743572011,PHN
শুক্রাণু,OBJ
ক্রাইসিস,OBJ
ব্রিটিশ শিক্ষা সমিতির,ORG
চাপাইনবাবগঞ্জে,LOC
অপহরণকারীরা,PER
পশ্চিম,PER
১২-৭-১৮৬৯,TIME
কালিয়াহরিপুর,LOC
+8801397183473,PHN
৮৩৮,NUM
+8801846315031,PHN
শিল্পটি,OBJ
বেনেভেনটো,LOC
পড়ছি,OBJ
+৮৮০১৮০৮১৯৪৪৮৮,PHN
১২/১০/২০৫৮,TIME
+8801710281965,PHN
+৮৮০১৬৫২৩১৫৭০২,PHN
সোকারপেট এলাকায়,LOC
+8801630847781,PHN
+8801820227509,PHN
শেষনিঃশ্বাস,OBJ
লেভেল,OBJ
04/02/2070,TIME
ঢাকনাটা,LOC
02:12:41,TIME
চার্জিংয়ের,OBJ
74275,NUM
তাকেঁ,PER
রত্নপুর,LOC
আবাসে,OBJ
রাবাদাকে,PER
হিংসা,OBJ
অ্যাডভান্স,OBJ
লোকজনের,PER
বেরইল পলিতা,LOC
16/05/2022,TIME
ঐক্যবদ্ধভাবে,OBJ
26399,NUM
48932,NUM
সময়,OBJ
রেহেনা,PER
+8801619119659,PHN
পশ্চিমবঙ্গের কালিম্পং জেলার,LOC
মর্নিং,ORG
সিরামিক্স,ORG
33143,NUM
6193,NUM
ভাইবোনদের,PER
অ্যালবামটি,OBJ
বাড়ি,ORG
গৌরনাইয়ের,LOC
৫/৭/১৯৫৪,TIME
+৮৮০১৫৯৯৪৪৭০৭৫,PHN
পরীক্ষা,OBJ
কৃষ্ণাঙ্গ,LOC
১২-১০-১৮১৬,TIME
৫,NUM
ববিকে,PER
+৮৮০১৩৩৫৮৭৯৫৮৮,PHN
মোবাইল ভয়েস,OBJ
04/06/2040,TIME
পুলের,OBJ
আক্কেলমান্দ,OBJ
৫/৮/১৯৫৭,TIME
লোহার রড,OBJ
ফ্রাঙ্কোইস আইজাক দ্য রিভাজ,PER
কমেডি,LOC
১১২১৮,NUM
লিমিটেড সেন্ট্রাল ইন্স্যুরেন্স কোম্পানি,ORG
+৮৮০১৪৯৯৬১৭২১১,PHN
কোবুর্গ শহরে,LOC
১৭২৮৫১৬৯,NUM
+৮৮০১৩৮২২০২০৪১,PHN
বেহালা,PER
আর্ট এ্যান্ড আর্টিস্টস,ORG
ইস্রাফিল আঃ,PER
শ্বেত প্রাসাদ,OBJ
পশ্চিমে লেমুয়া ইউনিয়ন,LOC
শ্যুটিংয়ে,OBJ
98171,NUM
২১-২-১৮২২,TIME
পাকা,OBJ
সমালোচকরা,PER
শাপলা,LOC
খেলাঘরের,ORG
সেভিয়ারকে,PER
পেট্রোরাসায়নিক দ্রব্য,OBJ
১-১০-১৯৪৬,TIME
গিমনাসিউম হাই স্কুল,ORG
অ্যালিয়েন,OBJ
হাজারী চর,LOC
ডিলার,ORG
+৮৮০১৯৮৩৬২৫৭৭৮,PHN
৮/৩/২০৪৫,TIME
77596,NUM
90323,NUM
বচ্চন,PER
বিমানঘর,OBJ
সওয়াজপুর স্টেশন,LOC
রাজনকে,PER
রেসিং ইন্ডিয়ানাপোলিস,OBJ
এক্স,OBJ
গবিন্দপুর,LOC
ক্ষতিকারক,OBJ
কুশিয়ারা,LOC
২৯৩৭৪৩১৬৬,NUM
কলেজ,ORG
১৪২৫৭,NUM
সাতকানিয়া,LOC
পিয়েরো-কে,PER
সম্প্রচার,OBJ
চিয়ারলিডার,PER
চালাচালি,OBJ
ইউনিভার্সাল,ORG
কাদিরপাড়া,LOC
উপদষ্টা,OBJ
মিনার,LOC
আম্বিয়া,PER
সান্তানা,PER
গড়েও,OBJ
সহবাসের,OBJ
৩,NUM
সাবেরুন্নেসা বালিকা উচ্চ বিদ্যালয়,ORG
মটরসাইকেল সংস্থার,ORG
মৌলভী সামছুল করিম কলেজ,ORG
অংশগুলোকে,OBJ
28/11/1990,TIME
নবায়ন,OBJ
সন্ন্যাস,PER
অনিয়মিত,OBJ
51611,NUM
হিজলি চন্দ্রকোনার জমিদার,PER
উল্লাপাড়ার,LOC
পদের,OBJ
নায়করাজ,PER
03/08/1993,TIME
+8801915589595,PHN
স্পার্কল সায়েন্স ক্লাব,ORG
19602,NUM
সাউথ ওয়েল্‌স,ORG
69873,NUM
+8801364347294,PHN
দ্বারভাঙা জেলা,LOC
১৯৯২,TIME
ইলুমিনাতিরা,PER
22:25:38,TIME
মিমাংসা,OBJ
+৮৮০১৯৬৮১৫৭৯৭২,PHN
মমিনুল,PER
চিলতে,OBJ
ব্যক্তিত্বের,OBJ
+8801672607073,PHN
মোল্লাকে,PER
চাহালকে,PER
42931,NUM
উদ্দেশ,OBJ
সিঙ্গাশোলপুর,LOC
রিডার,PER
15/07/2065,TIME
এইচ,ORG
করা,PER
88936,NUM
কনা,PER
+8801375827874,PHN
উশুয়াইয়া,LOC
জাবরহাট,LOC
14/01/1965,TIME
শাহ্‌ মাহমুদপুর,LOC
জেসমিন,OBJ
১৩-৬-২০৯০,TIME
ব্রিগেড,ORG
সাথী,PER
৭২৬৬৩২,NUM
বোটানিক্যাল সোসাইটি,ORG
২৩/১২/১৭৫৩,TIME
যোগানদাতা,OBJ
৬২৮,NUM
অপরাহ উইনফ্রেকে,PER
উধুনিয়া,LOC
19/08/2073,TIME
79282,NUM
ভেনিজুয়েলায় রিওকরোনি নদীর,LOC
আনল,OBJ
ভট্টাচার্য্য,PER
ঘটিয়েছে,OBJ
বিদ্যানন্দনপুর,LOC
বাণিজ্যিক,ORG
সংকুচিত,OBJ
১২৪৯,NUM
সেবাস্তিয়ান,PER
স্বেচ্ছাসেবকলীগ,ORG
ফ্রঁসেজের,ORG
২৭-১-২০৩০,TIME
জিল্লুর,PER
01/03/1929,TIME
দায়বদ্ধতা,OBJ
বাছবিচার,OBJ
মুদালগি শহরের,LOC
নিম্নভূমি এলাকায়,LOC
